"COD recode (24 causes)"	"Sex (no total)"	"Race recode (White, Black)"	"Age recode with <1 year olds (5cat)"	"Year of death (no total)"	"Age-Adjusted Rate"	"Count"	"Population"
6	1	0	3	31	28.7	13264	45202055
6	1	0	3	32	28.3	13416	45868600
6	1	0	3	33	27.3	13315	46488470
6	1	0	3	34	27.0	13540	47042257
6	1	0	3	35	25.9	13363	47618988
6	1	0	3	36	25.3	13344	48250946
6	1	0	3	37	24.8	13424	48836707
6	1	0	3	38	23.5	13034	49235852
6	1	0	3	39	23.1	12988	49424351
6	1	0	3	40	23.1	13150	49635087
6	1	0	3	41	22.2	12939	49870628
6	1	0	3	42	21.7	12791	50004057
6	1	0	3	43	21.6	12684	49765139
6	1	0	3	44	21.1	12458	49644251
6	1	0	3	45	20.6	12162	49563694
6	1	0	3	46	20.4	12122	49569502
6	1	0	3	47	20.0	11858	49531705
6	1	0	3	48	19.6	11643	49464657
6	1	0	4	0	115.3	11467	10391855
6	1	0	4	1	116.5	11990	10700548
6	1	0	4	2	116.1	12277	11009079
6	1	0	4	3	118.2	12957	11316580
6	1	0	4	4	119.5	13502	11628408
6	1	0	4	5	117.6	13678	11968483
6	1	0	4	6	116.9	14025	12309822
6	1	0	4	7	118.6	14529	12579440
6	1	0	4	8	122.0	15375	12920792
6	1	0	4	9	117.9	15265	13248277
6	1	0	4	10	118.2	15757	13589965
6	1	0	4	11	120.1	16439	13928947
6	1	0	4	12	123.1	17226	14216984
6	1	0	4	13	124.8	17840	14528572
6	1	0	4	14	125.3	18329	14837833
6	1	0	4	15	129.0	19261	15115303
6	1	0	4	16	129.0	19639	15395084
6	1	0	4	17	130.5	20278	15694954
6	1	0	4	18	129.4	20522	16007992
6	1	0	4	19	132.5	21355	16253900
6	1	0	4	20	135.4	22210	16529349
6	1	0	4	21	135.4	22640	16819540
6	1	0	4	22	133.5	22741	17087147
6	1	0	4	23	132.2	22918	17334533
6	1	0	4	24	132.7	23373	17571770
6	1	0	4	25	130.9	23354	17742449
6	1	0	4	26	128.7	23279	17905510
6	1	0	4	27	125.5	22961	18036430
6	1	0	4	28	118.4	21857	18105523
6	1	0	4	29	118.5	22007	18145241
6	1	0	4	30	116.9	21916	18167290
6	1	0	4	31	117.6	22174	18217921
6	1	0	4	32	112.9	21353	18230599
6	1	0	4	33	112.9	21478	18249792
6	1	0	4	34	110.9	21213	18318944
6	1	0	4	35	108.6	20825	18385195
6	1	0	4	36	107.2	20766	18493690
6	1	0	4	37	104.8	20464	18646336
6	1	0	4	38	103.9	20585	18868846
6	1	0	4	39	101.8	20481	19229113
6	1	0	4	40	100.0	20395	19534726
6	1	0	4	41	99.6	20679	19833441
6	1	0	4	42	98.0	20574	20128961
6	1	0	4	43	96.6	20845	20851216
6	1	0	4	44	94.6	20857	21426356
6	1	0	4	45	94.3	21245	22017519
6	1	0	4	46	93.0	21374	22575125
6	1	0	4	47	92.0	21584	23178737
6	1	0	4	48	91.7	22094	23795689
6	1	1	0	0	 	 	237346
6	1	1	0	1	 	 	238064
6	1	1	0	2	 	 	249464
6	1	1	0	3	 	 	235835
6	1	1	0	4	 	 	227511
6	1	1	0	5	 	 	219887
6	1	1	0	6	 	 	225822
6	1	1	0	7	 	 	225904
6	1	1	0	8	 	 	239266
6	1	1	0	9	 	 	241557
6	1	1	0	10	 	 	252616
6	1	1	0	11	 	 	268560
6	1	1	0	12	 	 	265989
6	1	1	0	13	 	 	269478
6	1	1	0	14	 	 	267749
6	1	1	0	15	 	 	262563
6	1	1	0	16	 	 	270801
6	1	1	0	17	 	 	274717
6	1	1	0	18	 	 	281418
6	1	1	0	19	 	 	290812
6	1	1	0	20	 	 	309040
6	1	1	0	21	 	 	313730
6	1	1	0	22	 	 	315038
6	1	1	0	23	 	 	314688
6	1	1	0	24	 	 	311894
6	1	1	0	25	 	 	304285
6	1	1	0	26	 	 	294030
6	1	1	0	27	 	 	282378
6	1	1	0	28	 	 	287557
6	1	1	0	29	 	 	290717
6	1	1	0	30	 	 	297942
6	1	1	0	31	 	 	306024
6	1	1	0	32	 	 	316708
6	1	1	0	33	 	 	308227
6	1	1	0	34	 	 	304284
6	1	1	0	35	 	 	310300
6	1	1	0	36	 	 	318126
6	1	1	0	37	 	 	326678
6	1	1	0	38	 	 	341912
6	1	1	0	39	 	 	343420
6	1	1	0	40	 	 	337020
6	1	1	0	41	 	 	329259
6	1	1	0	42	 	 	329014
6	1	1	0	43	 	 	328219
6	1	1	0	44	 	 	329986
6	1	1	0	45	 	 	333275
6	1	1	0	46	 	 	335120
6	1	1	0	47	 	 	333635
6	1	1	0	48	 	 	327399
6	1	1	1	0	 	 	3757708
6	1	1	1	1	 	 	3757240
6	1	1	1	2	 	 	3745257
6	1	1	1	3	 	 	3734829
6	1	1	1	4	 	 	3710056
6	1	1	1	5	 	 	3675532
6	1	1	1	6	 	 	3644249
6	1	1	1	7	 	 	3605142
6	1	1	1	8	 	 	3559049
6	1	1	1	9	 	 	3528769
6	1	1	1	10	 	 	3504699
6	1	1	1	11	 	 	3533385
6	1	1	1	12	 	 	3533902
6	1	1	1	13	 	 	3545297
6	1	1	1	14	 	 	3562620
6	1	1	1	15	 	 	3578246
6	1	1	1	16	 	 	3591572
6	1	1	1	17	 	 	3594559
6	1	1	1	18	 	 	3619324
6	1	1	1	19	 	 	3662192
6	1	1	1	20	 	 	3722730
6	1	1	1	21	 	 	3812457
6	1	1	1	22	 	 	3938137
6	1	1	1	23	 	 	4051833
6	1	1	1	24	 	 	4165492
6	1	1	1	25	 	 	4261262
6	1	1	1	26	 	 	4331930
6	1	1	1	27	 	 	4398459
6	1	1	1	28	 	 	4443342
6	1	1	1	29	 	 	4493570
6	1	1	1	30	 	 	4545516
6	1	1	1	31	 	 	4578344
6	1	1	1	32	 	 	4590249
6	1	1	1	33	 	 	4610216
6	1	1	1	34	 	 	4612506
6	1	1	1	35	 	 	4598608
6	1	1	1	36	 	 	4571856
6	1	1	1	37	 	 	4559434
6	1	1	1	38	 	 	4558864
6	1	1	1	39	 	 	4578047
6	1	1	1	40	 	 	4609091
6	1	1	1	41	 	 	4637231
6	1	1	1	42	 	 	4646777
6	1	1	1	43	 	 	4655493
6	1	1	1	44	 	 	4662295
6	1	1	1	45	 	 	4672223
6	1	1	1	46	 	 	4675936
6	1	1	1	47	 	 	4690640
6	1	1	1	48	 	 	4711562
6	1	1	2	0	3.1	85	3543134
6	1	1	2	1	3.2	92	3692461
6	1	1	2	2	3.0	88	3840515
6	1	1	2	3	3.2	99	3997239
6	1	1	2	4	2.7	86	4146504
6	1	1	2	5	2.8	94	4305920
6	1	1	2	6	2.1	74	4473999
6	1	1	2	7	2.0	74	4630207
6	1	1	2	8	2.9	103	4774916
6	1	1	2	9	2.6	100	4910487
6	1	1	2	10	2.8	113	5046284
6	1	1	2	11	2.8	123	5241939
6	1	1	2	12	2.9	133	5358935
6	1	1	2	13	2.8	134	5424696
6	1	1	2	14	2.5	123	5479942
6	1	1	2	15	2.7	136	5522506
6	1	1	2	16	2.5	127	5557297
6	1	1	2	17	3.0	162	5597985
6	1	1	2	18	2.6	141	5623993
6	1	1	2	19	2.9	161	5634945
6	1	1	2	20	2.7	154	5618123
6	1	1	2	21	2.8	158	5610381
6	1	1	2	22	2.6	152	5621272
6	1	1	2	23	2.5	148	5640348
6	1	1	2	24	2.5	149	5659672
6	1	1	2	25	2.4	139	5681791
6	1	1	2	26	2.7	159	5709874
6	1	1	2	27	2.7	160	5736780
6	1	1	2	28	2.5	146	5770316
6	1	1	2	29	2.3	132	5800211
6	1	1	2	30	2.3	130	5818582
6	1	1	2	31	2.2	126	5847533
6	1	1	2	32	2.6	146	5893110
6	1	1	2	33	2.2	127	5956238
6	1	1	2	34	2.1	123	6022682
6	1	1	2	35	2.0	117	6113397
6	1	1	2	36	1.9	108	6201180
6	1	1	2	37	2.0	113	6285670
6	1	1	2	38	2.0	113	6378515
6	1	1	2	39	1.6	94	6475565
6	1	1	2	40	1.9	111	6574541
6	1	1	2	41	1.5	92	6657040
6	1	1	2	42	1.9	114	6734485
6	1	1	2	43	1.9	117	6803641
6	1	1	2	44	1.6	104	6870611
6	1	1	2	45	1.5	97	6928555
6	1	1	2	46	1.7	111	6977236
6	1	1	2	47	1.6	109	7030443
6	1	1	2	48	1.8	120	7069530
6	1	1	3	0	47.1	1588	3284890
6	1	1	3	1	42.9	1471	3328940
6	1	1	3	2	46.5	1630	3371887
6	1	1	3	3	46.9	1667	3411522
6	1	1	3	4	47.3	1701	3448585
6	1	1	3	5	48.7	1782	3484139
6	1	1	3	6	45.3	1680	3514224
6	1	1	3	7	43.8	1650	3565945
6	1	1	3	8	47.7	1829	3616116
6	1	1	3	9	47.2	1821	3673857
6	1	1	3	10	46.2	1803	3735244
6	1	1	3	11	46.7	1868	3822044
6	1	1	3	12	46.8	1891	3869244
6	1	1	3	13	48.6	2002	3957013
6	1	1	3	14	48.8	2038	4045855
6	1	1	3	15	53.1	2252	4145632
6	1	1	3	16	51.2	2211	4249281
6	1	1	3	17	52.8	2302	4364048
6	1	1	3	18	54.7	2429	4477407
6	1	1	3	19	54.9	2487	4594964
6	1	1	3	20	51.8	2375	4722713
6	1	1	3	21	53.2	2499	4866471
6	1	1	3	22	53.4	2579	5034757
6	1	1	3	23	52.5	2601	5217524
6	1	1	3	24	51.3	2614	5396521
6	1	1	3	25	50.8	2680	5584600
6	1	1	3	26	52.0	2814	5773323
6	1	1	3	27	50.1	2810	5959444
6	1	1	3	28	49.5	2876	6155603
6	1	1	3	29	47.9	2879	6347512
6	1	1	3	30	46.6	2903	6542602
6	1	1	3	31	45.0	2901	6722364
6	1	1	3	32	44.6	2970	6893731
6	1	1	3	33	44.1	3045	7053048
6	1	1	3	34	44.1	3139	7206433
6	1	1	3	35	42.8	3152	7360826
6	1	1	3	36	43.9	3350	7529144
6	1	1	3	37	40.4	3179	7702251
6	1	1	3	38	39.7	3225	7856495
6	1	1	3	39	38.0	3176	7991139
6	1	1	3	40	37.2	3198	8116487
6	1	1	3	41	37.7	3340	8241305
6	1	1	3	42	37.4	3400	8343107
6	1	1	3	43	36.3	3355	8425914
6	1	1	3	44	34.8	3264	8502646
6	1	1	3	45	34.9	3323	8583085
6	1	1	3	46	34.0	3301	8673568
6	1	1	3	47	33.3	3223	8748628
6	1	1	3	48	32.7	3225	8824720
6	1	1	4	0	89.7	742	841551
6	1	1	4	1	91.9	764	878751
6	1	1	4	2	91.1	796	915783
6	1	1	4	3	97.4	899	950790
6	1	1	4	4	98.4	951	985992
6	1	1	4	5	97.0	970	1027904
6	1	1	4	6	90.8	938	1066340
6	1	1	4	7	103.2	1069	1099453
6	1	1	4	8	108.0	1182	1139341
6	1	1	4	9	105.1	1174	1178816
6	1	1	4	10	97.2	1136	1218798
6	1	1	4	11	102.6	1224	1252321
6	1	1	4	12	108.7	1332	1281834
6	1	1	4	13	112.8	1430	1312755
6	1	1	4	14	111.2	1448	1342118
6	1	1	4	15	117.1	1556	1370197
6	1	1	4	16	114.4	1558	1396952
6	1	1	4	17	113.0	1579	1426920
6	1	1	4	18	118.6	1681	1456501
6	1	1	4	19	125.6	1818	1486039
6	1	1	4	20	126.1	1873	1514800
6	1	1	4	21	132.7	2002	1542420
6	1	1	4	22	134.7	2077	1571800
6	1	1	4	23	128.1	2026	1601278
6	1	1	4	24	139.4	2234	1629713
6	1	1	4	25	138.8	2264	1655179
6	1	1	4	26	138.0	2292	1681609
6	1	1	4	27	135.3	2283	1707799
6	1	1	4	28	139.9	2402	1731507
6	1	1	4	29	130.4	2270	1754370
6	1	1	4	30	131.7	2324	1773388
6	1	1	4	31	130.0	2334	1798709
6	1	1	4	32	131.8	2390	1821726
6	1	1	4	33	131.0	2400	1842997
6	1	1	4	34	131.0	2433	1869516
6	1	1	4	35	120.8	2272	1894198
6	1	1	4	36	121.9	2344	1930726
6	1	1	4	37	123.0	2402	1966435
6	1	1	4	38	123.1	2460	2006642
6	1	1	4	39	125.7	2581	2057845
6	1	1	4	40	121.6	2541	2107377
6	1	1	4	41	120.4	2599	2165125
6	1	1	4	42	120.9	2677	2226001
6	1	1	4	43	118.1	2714	2321170
6	1	1	4	44	113.9	2718	2419080
6	1	1	4	45	112.6	2806	2526001
6	1	1	4	46	111.3	2899	2641488
6	1	1	4	47	111.5	3001	2760651
6	1	1	4	48	109.5	3082	2874676
7	0	0	0	0	 	 	1514641
7	0	0	0	1	 	 	1520117
7	0	0	0	2	 	 	1553592
7	0	0	0	3	 	 	1413121
7	0	0	0	4	 	 	1330370
7	0	0	0	5	 	 	1307809
7	0	0	0	6	 	 	1346332
7	0	0	0	7	 	 	1325561
7	0	0	0	8	 	 	1394848
7	0	0	0	9	 	 	1412505
7	0	0	0	10	 	 	1448419
7	0	0	0	11	 	 	1493786
7	0	0	0	12	 	 	1516142
7	0	0	0	13	 	 	1525865
7	0	0	0	14	 	 	1526163
7	0	0	0	15	 	 	1491206
7	0	0	0	16	 	 	1534172
7	0	0	0	17	 	 	1536973
7	0	0	0	18	 	 	1529082
7	0	0	0	19	 	 	1541190
7	0	0	0	20	 	 	1567669
7	0	0	0	21	 	 	1624007
7	0	0	0	22	 	 	1625478
7	0	0	0	23	 	 	1606157
7	0	0	0	24	 	 	1574670
7	0	0	0	25	 	 	1551711
7	0	0	0	26	 	 	1539528
7	0	0	0	27	 	 	1524669
7	0	0	0	28	 	 	1519823
7	0	0	0	29	 	 	1521486
7	0	0	0	30	 	 	1527801
7	0	0	0	31	 	 	1541238
7	0	0	0	32	 	 	1594490
7	0	0	0	33	 	 	1572249
7	0	0	0	34	 	 	1582125
7	0	0	0	35	 	 	1591206
7	0	0	0	36	 	 	1574764
7	0	0	0	37	 	 	1582557
7	0	0	0	38	 	 	1612525
7	0	0	0	39	 	 	1595501
7	0	0	0	40	 	 	1540088
7	0	0	0	41	 	 	1522490
7	0	0	0	42	 	 	1534654
7	0	0	0	43	 	 	1510617
7	0	0	0	44	 	 	1505703
7	0	0	0	45	 	 	1516827
7	0	0	0	46	 	 	1522072
7	0	0	0	47	 	 	1512444
7	0	0	0	48	 	 	1489721
7	0	0	1	0	 	 	23728170
7	0	0	1	1	 	 	23574128
7	0	0	1	2	 	 	23392871
7	0	0	1	3	 	 	23167157
7	0	0	1	4	 	 	22799887
7	0	0	1	5	 	 	22361343
7	0	0	1	6	 	 	21913505
7	0	0	1	7	 	 	21458208
7	0	0	1	8	 	 	21009347
7	0	0	1	9	 	 	20665104
7	0	0	1	10	 	 	20350287
7	0	0	1	11	 	 	20121485
7	0	0	1	12	 	 	20028472
7	0	0	1	13	 	 	19989691
7	0	0	1	14	 	 	19994853
7	0	0	1	15	 	 	19980565
7	0	0	1	16	 	 	19895646
7	0	0	1	17	 	 	19838957
7	0	0	1	18	 	 	19934523
7	0	0	1	19	 	 	20120944
7	0	0	1	20	 	 	20349453
7	0	0	1	21	 	 	20612902
7	0	0	1	22	 	 	20986491
7	0	0	1	23	 	 	21317771
7	0	0	1	24	 	 	21633347
7	0	0	1	25	 	 	21874749
7	0	0	1	26	 	 	22017868
7	0	0	1	27	 	 	22150364
7	0	0	1	28	 	 	22253331
7	0	0	1	29	 	 	22355932
7	0	0	1	30	 	 	22486645
7	0	0	1	31	 	 	22535184
7	0	0	1	32	 	 	22485328
7	0	0	1	33	 	 	22495077
7	0	0	1	34	 	 	22461424
7	0	0	1	35	 	 	22415201
7	0	0	1	36	 	 	22321770
7	0	0	1	37	 	 	22253511
7	0	0	1	38	 	 	22221328
7	0	0	1	39	 	 	22251257
7	0	0	1	40	 	 	22296668
7	0	0	1	41	 	 	22283642
7	0	0	1	42	 	 	22207104
7	0	0	1	43	 	 	22155927
7	0	0	1	44	 	 	22084717
7	0	0	1	45	 	 	22012952
7	0	0	1	46	 	 	21933659
7	0	0	1	47	 	 	21886847
7	0	0	1	48	 	 	21860045
7	0	0	2	0	 	 	25291136
7	0	0	2	1	 	 	26326736
7	0	0	2	2	 	 	27361341
7	0	0	2	3	 	 	28433226
7	0	0	2	4	 	 	29360222
7	0	0	2	5	 	 	30248159
7	0	0	2	6	 	 	31101972
7	0	0	2	7	 	 	31946673
7	0	0	2	8	 	 	32657834
7	0	0	2	9	 	 	33159764
7	0	0	2	10	 	 	33731518
7	0	0	2	11	 	 	34164079
7	0	0	2	12	 	 	34578968
7	0	0	2	13	 	 	34437172
7	0	0	2	14	 	 	34436271
7	0	0	2	15	 	 	34453909
7	0	0	2	16	 	 	34506384
7	0	0	2	17	 	 	34544066
7	0	0	2	18	 	 	34363469
7	0	0	2	19	 	 	34073536
7	0	0	2	20	 	 	33703966
7	0	0	2	21	 	 	33421011
7	0	0	2	22	 	 	33158851
7	0	0	2	23	 	 	32955984
7	0	0	2	24	 	 	32726539
7	0	0	2	25	 	 	32534235
7	0	0	2	26	 	 	32396208
7	0	0	2	27	 	 	32254941
7	0	0	2	28	 	 	32186601
7	0	0	2	29	 	 	32163671
7	0	0	2	30	 	 	32134229
7	0	0	2	31	 	 	32204972
7	0	0	2	32	 	 	32288497
7	0	0	2	33	 	 	32370952
7	0	0	2	34	 	 	32391965
7	0	0	2	35	 	 	32508241
7	0	0	2	36	 	 	32566411
7	0	0	2	37	 	 	32656817
7	0	0	2	38	 	 	32779366
7	0	0	2	39	 	 	32965297
7	0	0	2	40	 	 	33126950
7	0	0	2	41	 	 	33257744
7	0	0	2	42	 	 	33446766
7	0	0	2	43	 	 	33615418
7	0	0	2	44	 	 	33748998
7	0	0	2	45	 	 	33872312
7	0	0	2	46	 	 	33936061
7	0	0	2	47	 	 	34000041
7	0	0	2	48	 	 	33984692
7	0	0	3	0	4.9	1678	28027361
7	0	0	3	1	4.9	1721	28124642
7	0	0	3	2	5.2	1816	28221459
7	0	0	3	3	5.1	1821	28323666
7	0	0	3	4	5.2	1898	28418381
7	0	0	3	5	5.3	1925	28486408
7	0	0	3	6	4.9	1826	28557458
7	0	0	3	7	5.2	1953	28729712
7	0	0	3	8	5.2	1989	28944324
7	0	0	3	9	5.1	1946	29373347
7	0	0	3	10	5.0	1953	29718173
7	0	0	3	11	5.3	2070	29983012
7	0	0	3	12	5.2	2060	30191996
7	0	0	3	13	5.3	2121	30865437
7	0	0	3	14	5.4	2177	31362331
7	0	0	3	15	5.4	2170	31875419
7	0	0	3	16	5.3	2149	32352403
7	0	0	3	17	5.6	2261	32885813
7	0	0	3	18	5.4	2146	33446770
7	0	0	3	19	5.6	2219	34073789
7	0	0	3	20	5.9	2360	34731073
7	0	0	3	21	6.0	2363	35451310
7	0	0	3	22	5.7	2268	36291875
7	0	0	3	23	5.5	2191	37216167
7	0	0	3	24	5.3	2078	38103478
7	0	0	3	25	5.2	2061	39003054
7	0	0	3	26	5.0	1988	39921038
7	0	0	3	27	4.8	1928	40859406
7	0	0	3	28	4.4	1797	41850330
7	0	0	3	29	4.3	1821	42796685
7	0	0	3	30	3.9	1695	43712855
7	0	0	3	31	3.8	1682	44478901
7	0	0	3	32	3.7	1700	45168468
7	0	0	3	33	3.6	1743	45783871
7	0	0	3	34	3.6	1809	46321531
7	0	0	3	35	3.5	1823	46917401
7	0	0	3	36	3.4	1844	47566183
7	0	0	3	37	3.6	1998	48157096
7	0	0	3	38	3.4	1976	48557957
7	0	0	3	39	3.5	2081	48745516
7	0	0	3	40	3.2	2019	48946733
7	0	0	3	41	3.4	2201	49175113
7	0	0	3	42	3.2	2098	49295232
7	0	0	3	43	3.3	2153	49080757
7	0	0	3	44	3.3	2173	48981311
7	0	0	3	45	3.2	2185	48931554
7	0	0	3	46	3.2	2217	48991717
7	0	0	3	47	3.3	2308	48994751
7	0	0	3	48	3.1	2199	48968062
7	0	0	4	0	207.5	12673	7511561
7	0	0	4	1	208.9	12945	7646350
7	0	0	4	2	211.1	13257	7780919
7	0	0	4	3	215.0	13774	7914369
7	0	0	4	4	216.6	14059	8051446
7	0	0	4	5	214.4	14264	8208800
7	0	0	4	6	214.9	14509	8365755
7	0	0	4	7	220.8	15188	8542272
7	0	0	4	8	220.6	15484	8746247
7	0	0	4	9	226.8	16240	8941410
7	0	0	4	10	228.2	16693	9155543
7	0	0	4	11	227.4	17020	9366962
7	0	0	4	12	227.5	17337	9533505
7	0	0	4	13	229.8	17934	9722669
7	0	0	4	14	233.2	18599	9923904
7	0	0	4	15	233.5	18920	10101619
7	0	0	4	16	231.3	19314	10296803
7	0	0	4	17	239.7	20435	10518414
7	0	0	4	18	241.3	21014	10750480
7	0	0	4	19	247.1	21949	10928399
7	0	0	4	20	255.2	23106	11137779
7	0	0	4	21	264.0	24547	11350917
7	0	0	4	22	271.4	25698	11566544
7	0	0	4	23	270.3	26231	11777005
7	0	0	4	24	270.8	26764	11997536
7	0	0	4	25	266.0	26845	12173070
7	0	0	4	26	256.9	26500	12362101
7	0	0	4	27	246.4	26091	12517027
7	0	0	4	28	234.6	25246	12624403
7	0	0	4	29	223.4	24591	12717923
7	0	0	4	30	216.9	24305	12797066
7	0	0	4	31	208.3	23657	12903454
7	0	0	4	32	202.1	23365	13010642
7	0	0	4	33	197.5	23174	13123017
7	0	0	4	34	187.0	22420	13282081
7	0	0	4	35	179.5	21898	13443735
7	0	0	4	36	174.2	21749	13639547
7	0	0	4	37	165.8	21201	13864652
7	0	0	4	38	165.6	21688	14154596
7	0	0	4	39	158.3	21279	14572265
7	0	0	4	40	151.1	20758	14934885
7	0	0	4	41	148.6	20969	15293170
7	0	0	4	42	142.8	20629	15651711
7	0	0	4	43	133.6	19938	16404082
7	0	0	4	44	132.5	20371	17013332
7	0	0	4	45	131.9	20883	17610475
7	0	0	4	46	130.6	21157	18179393
7	0	0	4	47	133.8	22246	18766873
7	0	0	4	48	130.9	22457	19362094
7	0	1	0	0	 	 	239711
7	0	1	0	1	 	 	240793
7	0	1	0	2	 	 	254565
7	0	1	0	3	 	 	239800
7	0	1	0	4	 	 	231559
7	0	1	0	5	 	 	225355
7	0	1	0	6	 	 	230396
7	0	1	0	7	 	 	229574
7	0	1	0	8	 	 	244916
7	0	1	0	9	 	 	246239
7	0	1	0	10	 	 	256841
7	0	1	0	11	 	 	271215
7	0	1	0	12	 	 	269763
7	0	1	0	13	 	 	273227
7	0	1	0	14	 	 	272576
7	0	1	0	15	 	 	267174
7	0	1	0	16	 	 	275410
7	0	1	0	17	 	 	280367
7	0	1	0	18	 	 	286659
7	0	1	0	19	 	 	296726
7	0	1	0	20	 	 	314886
7	0	1	0	21	 	 	320671
7	0	1	0	22	 	 	322244
7	0	1	0	23	 	 	322549
7	0	1	0	24	 	 	320522
7	0	1	0	25	 	 	311916
7	0	1	0	26	 	 	300477
7	0	1	0	27	 	 	289104
7	0	1	0	28	 	 	295451
7	0	1	0	29	 	 	299701
7	0	1	0	30	 	 	307443
7	0	1	0	31	 	 	316393
7	0	1	0	32	 	 	326628
7	0	1	0	33	 	 	317650
7	0	1	0	34	 	 	315118
7	0	1	0	35	 	 	320836
7	0	1	0	36	 	 	329152
7	0	1	0	37	 	 	337086
7	0	1	0	38	 	 	353833
7	0	1	0	39	 	 	353526
7	0	1	0	40	 	 	346752
7	0	1	0	41	 	 	340914
7	0	1	0	42	 	 	341857
7	0	1	0	43	 	 	340947
7	0	1	0	44	 	 	341695
7	0	1	0	45	 	 	345107
7	0	1	0	46	 	 	347452
7	0	1	0	47	 	 	344441
7	0	1	0	48	 	 	339133
7	0	1	1	0	 	 	3768738
7	0	1	1	1	 	 	3772591
7	0	1	1	2	 	 	3762774
7	0	1	1	3	 	 	3756095
7	0	1	1	4	 	 	3734064
7	0	1	1	5	 	 	3703198
7	0	1	1	6	 	 	3679914
7	0	1	1	7	 	 	3644563
7	0	1	1	8	 	 	3600204
7	0	1	1	9	 	 	3572979
7	0	1	1	10	 	 	3551258
7	0	1	1	11	 	 	3586432
7	0	1	1	12	 	 	3589983
7	0	1	1	13	 	 	3606647
7	0	1	1	14	 	 	3628440
7	0	1	1	15	 	 	3649602
7	0	1	1	16	 	 	3666087
7	0	1	1	17	 	 	3670013
7	0	1	1	18	 	 	3697774
7	0	1	1	19	 	 	3743665
7	0	1	1	20	 	 	3806359
7	0	1	1	21	 	 	3899018
7	0	1	1	22	 	 	4031689
7	0	1	1	23	 	 	4153214
7	0	1	1	24	 	 	4275395
7	0	1	1	25	 	 	4378752
7	0	1	1	26	 	 	4454940
7	0	1	1	27	 	 	4525870
7	0	1	1	28	 	 	4575116
7	0	1	1	29	 	 	4630088
7	0	1	1	30	 	 	4688205
7	0	1	1	31	 	 	4726113
7	0	1	1	32	 	 	4738751
7	0	1	1	33	 	 	4760430
7	0	1	1	34	 	 	4763970
7	0	1	1	35	 	 	4750871
7	0	1	1	36	 	 	4725180
7	0	1	1	37	 	 	4713244
7	0	1	1	38	 	 	4715668
7	0	1	1	39	 	 	4735958
7	0	1	1	40	 	 	4769079
7	0	1	1	41	 	 	4796640
7	0	1	1	42	 	 	4805857
7	0	1	1	43	 	 	4814849
7	0	1	1	44	 	 	4821156
7	0	1	1	45	 	 	4829061
7	0	1	1	46	 	 	4831677
7	0	1	1	47	 	 	4846219
7	0	1	1	48	 	 	4867665
7	0	1	2	0	 	 	3155053
7	0	1	2	1	 	 	3308641
7	0	1	2	2	 	 	3460915
7	0	1	2	3	 	 	3622825
7	0	1	2	4	 	 	3761939
7	0	1	2	5	 	 	3911743
7	0	1	2	6	 	 	4070351
7	0	1	2	7	 	 	4224896
7	0	1	2	8	 	 	4358462
7	0	1	2	9	 	 	4485899
7	0	1	2	10	 	 	4617898
7	0	1	2	11	 	 	4815298
7	0	1	2	12	 	 	4934056
7	0	1	2	13	 	 	5001838
7	0	1	2	14	 	 	5061968
7	0	1	2	15	 	 	5113957
7	0	1	2	16	 	 	5159519
7	0	1	2	17	 	 	5221239
7	0	1	2	18	 	 	5257927
7	0	1	2	19	 	 	5273487
7	0	1	2	20	 	 	5266578
7	0	1	2	21	 	 	5271228
7	0	1	2	22	 	 	5276094
7	0	1	2	23	 	 	5311978
7	0	1	2	24	 	 	5327595
7	0	1	2	25	 	 	5349566
7	0	1	2	26	 	 	5380589
7	0	1	2	27	 	 	5409465
7	0	1	2	28	 	 	5444290
7	0	1	2	29	 	 	5474999
7	0	1	2	30	 	 	5496885
7	0	1	2	31	 	 	5535501
7	0	1	2	32	 	 	5593243
7	0	1	2	33	 	 	5663095
7	0	1	2	34	 	 	5720600
7	0	1	2	35	 	 	5828071
7	0	1	2	36	 	 	5926447
7	0	1	2	37	 	 	6028472
7	0	1	2	38	 	 	6124670
7	0	1	2	39	 	 	6229713
7	0	1	2	40	 	 	6330394
7	0	1	2	41	 	 	6426157
7	0	1	2	42	 	 	6539428
7	0	1	2	43	 	 	6650919
7	0	1	2	44	 	 	6756476
7	0	1	2	45	 	 	6852957
7	0	1	2	46	 	 	6939668
7	0	1	2	47	 	 	7029343
7	0	1	2	48	 	 	7098144
7	0	1	3	0	16.4	518	2789904
7	0	1	3	1	14.7	471	2815368
7	0	1	3	2	15.9	523	2839977
7	0	1	3	3	16.7	556	2866373
7	0	1	3	4	15.6	532	2885412
7	0	1	3	5	15.5	534	2900539
7	0	1	3	6	14.9	517	2911753
7	0	1	3	7	15.6	552	2941297
7	0	1	3	8	15.7	558	2969884
7	0	1	3	9	15.3	552	3005920
7	0	1	3	10	15.0	545	3045170
7	0	1	3	11	14.9	547	3129368
7	0	1	3	12	16.0	592	3169697
7	0	1	3	13	15.0	563	3244660
7	0	1	3	14	15.9	599	3322705
7	0	1	3	15	15.3	584	3410667
7	0	1	3	16	16.2	618	3500851
7	0	1	3	17	15.1	580	3602060
7	0	1	3	18	15.1	586	3701169
7	0	1	3	19	15.8	613	3806224
7	0	1	3	20	16.0	619	3920807
7	0	1	3	21	16.9	660	4051741
7	0	1	3	22	16.0	632	4204619
